reaction_id	reaction_smiles	reactants	products	reactant_formulas	product_formulas	reactant_smiles	product_smiles	condition_id	temperature	time	pH	pressure	agents	source_doi	source_title	source_authors	source_year	modules	module_names	chemorigins_url
pbr-000043	N#CN.O=CCO>>Nc1ncco1	Glycolaldehyde + cyanamide	1,3-oxazol-2-amine	C2H4O2 + CH2N2	C3H4N2O	C(C=O)O + C(#N)N	C1=COC(=N1)N	pbc-000043						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000010	Oxazole pathway	https://chemorigins.bact.wisc.edu/reactions/pbr-000043
pbr-000044	Nc1ncco1.O=CC(O)CO>>NC1=NC2OC(CO)C(O)C2O1	glyceraldehyde + 1,3-oxazol-2-amine	5-(hydroxymethyl)-2-iminohexahydrofuro(2,3-d)(1,3)oxazol-6-ol	C3H6O3 + C3H4N2O	C6H10N2O4	C(C(C=O)O)O + C1=COC(=N1)N	C(C1C(C2C(O1)N=C(O2)N)O)O	pbc-000229	40.0	1.0			Phosphate	10.1038/nature08013	Synthesis of activated pyrimidine ribonucleotides in prebiotically plausible conditions	Powner M,Gerland B,Sutherland J	2009	pbmdl-000010	Oxazole pathway	https://chemorigins.bact.wisc.edu/reactions/pbr-000044
pbr-000044	Nc1ncco1.O=CC(O)CO>>NC1=NC2OC(CO)C(O)C2O1	glyceraldehyde + 1,3-oxazol-2-amine	5-(hydroxymethyl)-2-iminohexahydrofuro(2,3-d)(1,3)oxazol-6-ol	C3H6O3 + C3H4N2O	C6H10N2O4	C(C(C=O)O)O + C1=COC(=N1)N	C(C1C(C2C(O1)N=C(O2)N)O)O	pbc-000045						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000010	Oxazole pathway	https://chemorigins.bact.wisc.edu/reactions/pbr-000044
pbr-000045	N#CN.O>>NC(N)=O	H2O + cyanamide	Urea	H2O + CH2N2	CH4N2O	O + C(#N)N	C(=O)(N)N	pbc-000046						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015			https://chemorigins.bact.wisc.edu/reactions/pbr-000045
pbr-000046	NC1=NC2OC(CO)C(O)C2O1.C#CC#N>>C1=CN2=C(N=C1N)OC3C2OC(C3O)CO	cyanoacetylene + 5-(hydroxymethyl)-2-iminohexahydrofuro(2,3-d)(1,3)oxazol-6-ol	pbm-000052	C3HN + C6H10N2O4		C#CC#N + C(C1C(C2C(O1)N=C(O2)N)O)O	NC1=NC2=N(C=C1)C1OC(CO)C(O)C1O2	pbc-000047					Phosphate	10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000010	Oxazole pathway	https://chemorigins.bact.wisc.edu/reactions/pbr-000046
pbr-000048	Nc1ccn(C2OC(CO)C3OP(=O)([O-])OC32)c(=O)n1.O>>O=c1ccn([C]2O[C](CO)[C]3OP(=O)([O-])O[C]32)c(=O)[nH]1.N	H2O + 4-amino-1-[2-hydroxy-6-(hydroxymethyl)-2-oxidotetrahydrofuro[3,4-d][1,3,2]dioxaphosphol-4-yl]pyrimidin-2(1h)-one	Ammonia + 4-hydroxy-1-[2-hydroxy-6-(hydroxymethyl)-2-oxotetrahydro-2h-2lambda~5~-furo[3,4-d][1,3,2]dioxaphosphol-4-yl]pyrimidin-2(1h)-one	H2O + C9H12N3O7P	H3N + C9H11N2O8P	O + C1=CN(C(=O)N=C1N)C2C3C(C(O2)CO)OP(=O)(O3)O	N + C1=CN(C(=O)NC1=O)C2C3C(C(O2)CO)OP(=O)(O3)O	pbc-000049						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015			https://chemorigins.bact.wisc.edu/reactions/pbr-000048
pbr-000049	O=CC(O)CO>>O=C(CO)CO	glyceraldehyde	dihydroxyacetone	C3H6O3	C3H6O3	C(C(C=O)O)O	C(C(=O)CO)O	pbc-000050					Phosphate	10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015			https://chemorigins.bact.wisc.edu/reactions/pbr-000049
pbr-000055	CC(C)=O.C#N>>CC(C)(O)C#N	hydrogen cyanide + acetone	acetone cyanohydrin	CHN + C3H6O	C4H7NO	C#N + CC(=O)C	CC(C)(C#N)O	pbc-000059						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000008	Valine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000055
pbr-000056	CC(C)(O)C#N.S>>CC(C)(O)C(N)=S	hydrogen sulfide + acetone cyanohydrin	2-hydroxy-2-methylpropanethioamide	H2S + C4H7NO	C4H9NOS	S + CC(C)(C#N)O	CC(C)(C(=S)N)O	pbc-000060						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000008	Valine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000056
pbr-000057	CC(C)(O)C(N)=S.C#N.S.S.O>>CC(C)C(O)C#N.SS.SS.S	H2O + hydrogen sulfide + hydrogen cyanide + 2-hydroxy-2-methylpropanethioamide	hydrogen sulfide + disulfane + 2-hydroxy-3-methylbutanenitrile	H2O + H2S + CHN + C4H9NOS	H2S + H2S2 + C5H9NO	O + S + C#N + CC(C)(C(=S)N)O	S + SS + CC(C)C(C#N)O	pbc-000061					Sulfidic acid; Elemental cupper	10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000008	Valine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000057
pbr-000058	CC(C)C(O)C#N.N>>CC(C)C(N)C#N.O	Ammonia + 2-hydroxy-3-methylbutanenitrile	H2O + 2-amino-3-methylbutanenitrile	H3N + C5H9NO	H2O + C5H10N2	N + CC(C)C(C#N)O	O + CC(C)C(C#N)N	pbc-000062						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000008	Valine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000058
pbr-000060	CC(C)CC(N)=S.O.C#N>>CC(C)CC(O)C#N	hydrogen cyanide + H2O + 3-methylbutanethioamide	2-hydroxy-4-methylpentanenitrile	CHN + H2O + C5H11NS	C6H11NO	C#N + O + CC(C)CC(=S)N	CC(C)CC(C#N)O	pbc-000064						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015			https://chemorigins.bact.wisc.edu/reactions/pbr-000060
pbr-000061	CC(C)CC(N)=S.N>>CC(C)CC(O)C#N.N	Ammonia + 3-methylbutanethioamide	Ammonia + 2-hydroxy-4-methylpentanenitrile	H3N + C5H11NS	H3N + C6H11NO	N + CC(C)CC(=S)N	N + CC(C)CC(C#N)O	pbc-000065						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015			https://chemorigins.bact.wisc.edu/reactions/pbr-000061
pbr-000062	C#N.C#C>>C=CC#N	acetylene + hydrogen cyanide	acrylonitrile	C2H2 + CHN	C3H3N	C#C + C#N	C=CC#N	pbc-000066						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000006	Arginine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000062
pbr-000063	C=CC#N.N>>N#CCCN	Ammonia + acrylonitrile	3-aminopropanenitrile	H3N + C3H3N	C3H6N2	N + C=CC#N	C(CN)C#N	pbc-000067						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000006	Arginine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000063
pbr-000064	N#CCCN.N#CN>>N#CCCNC(=N)N	cyanamide + 3-aminopropanenitrile	2-(2-cyanoethyl)guanidine	CH2N2 + C3H6N2	C4H8N4	C(#N)N + C(CN)C#N	C(CN=C(N)N)C#N	pbc-000068						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000006	Arginine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000064
pbr-000068	NC1=NCCC(O)N1.C#N>>N#CC(O)CCNC(=N)N	hydrogen cyanide + 4-hydroxy-2-imino-hexahydropyrimidine	amino((3-cyano-3-hydroxypropyl)amino)methaniminium	CHN + C4H9N3O	C5H10N4O	C#N + C1CN=C(NC1O)N	C(CN=C(N)N)C(C#N)O	pbc-000072						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000006	Arginine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000068
pbr-000069	N#CC(O)CCNC(=N)N.S>>N=C(N)NCCC(O)C(N)=S	hydrogen sulfide + amino((3-cyano-3-hydroxypropyl)amino)methaniminium	4-(diaminomethylideneamino)-2-hydroxybutanethioamide	H2S + C5H10N4O	C5H12N4OS	S + C(CN=C(N)N)C(C#N)O	C(CN=C(N)N)C(C(=S)N)O	pbc-000073						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000006	Arginine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000069
pbr-000072	N#CC(O)CCCNC(=N)N.N>>N#CC(N)CCCNC(=N)N	Ammonia + 2-(4-cyano-4-hydroxybutyl)guanidine	2-(4-amino-4-cyanobutyl)guanidine	H3N + C6H12N4O	C6H13N5	N + C(CC(C#N)O)CN=C(N)N	C(CC(C#N)N)CN=C(N)N	pbc-000076						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000006	Arginine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000072
pbr-000073	NCCC=O.C#N>>N#CC(O)CCN	hydrogen cyanide + 3-aminopropanal	4-amino-2-hydroxybutanenitrile	CHN + C3H7NO	C4H8N2O	C#N + C(CN)C=O	C(CN)C(C#N)O	pbc-000078						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000005	Glutamate-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000073
pbr-000073	NCCC=O.C#N>>N#CC(O)CCN	hydrogen cyanide + 3-aminopropanal	4-amino-2-hydroxybutanenitrile	CHN + C3H7NO	C4H8N2O	C#N + C(CN)C=O	C(CN)C(C#N)O	pbc-000077						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000005	Glutamate-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000073
pbr-000074	N#CC(O)CCN.S>>NCCC(O)C(N)=S	hydrogen sulfide + 4-amino-2-hydroxybutanenitrile	4-amino-2-hydroxybutanethioamide	H2S + C4H8N2O	C4H10N2OS	S + C(CN)C(C#N)O	C(CN)C(C(=S)N)O	pbc-000079						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015			https://chemorigins.bact.wisc.edu/reactions/pbr-000074
pbr-000075	N#CC(O)CCN.S>>OC1CCNC1=S.N	hydrogen sulfide + 4-amino-2-hydroxybutanenitrile	Ammonia + 3-hydroxypyrrolidine-2-thione	H2S + C4H8N2O	H3N + C4H7NOS	S + C(CN)C(C#N)O	N + C1CNC(=S)C1O	pbc-000080						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000005	Glutamate-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000075
pbr-000077	S=C1CCCN1.C#N>>N#CC1CCCN1.S	hydrogen cyanide + pyrrolidine-2-thione	hydrogen sulfide + pyrrolidine-2-carbonitrile	CHN + C4H7NS	H2S + C5H8N2	C#N + C1CC(=S)NC1	S + C1CC(NC1)C#N	pbc-000082						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000005	Glutamate-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000077
pbr-000078	C#N.C#C>>C#CC#N	acetylene + hydrogen cyanide	cyanoacetylene	C2H2 + CHN	C3HN	C#C + C#N	C#CC#N	pbc-000083						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000010	Oxazole pathway	https://chemorigins.bact.wisc.edu/reactions/pbr-000078
pbr-000079	C#CC#N.C#N>>N#CC=CC#N	hydrogen cyanide + cyanoacetylene	but-2-enedinitrile	CHN + C3HN	C4H2N2	C#N + C#CC#N	C(=CC#N)C#N	pbc-000084						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015			https://chemorigins.bact.wisc.edu/reactions/pbr-000079
pbr-000080	C#CC#N.C#N>>N#CCC(O)C#N	hydrogen cyanide + cyanoacetylene	malonitrile	CHN + C3HN	C4H4N2O	C#N + C#CC#N	C(C#N)C(C#N)O	pbc-000085						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015			https://chemorigins.bact.wisc.edu/reactions/pbr-000080
pbr-000081	C#CC#N.C#N.O>>N#CCC(O)C#N	H2O + hydrogen cyanide + cyanoacetylene	malonitrile	H2O + CHN + C3HN	C4H4N2O	O + C#N + C#CC#N	C(C#N)C(C#N)O	pbc-000086						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015			https://chemorigins.bact.wisc.edu/reactions/pbr-000081
pbr-000082	N#CC=CC#N.S.S>>N#CCCC#N.SS	hydrogen sulfide + but-2-enedinitrile	disulfane + succinonitrile	H2S + C4H2N2	H2S2 + C4H4N2	S + C(=CC#N)C#N	SS + C(CC#N)C#N	pbc-000087						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015			https://chemorigins.bact.wisc.edu/reactions/pbr-000082
pbr-000083	N#CCCC#N.O>>N#CCCC=O.N	H2O + succinonitrile	Ammonia + 4-oxobutanenitrile	H2O + C4H4N2	H3N + C4H5NO	O + C(CC#N)C#N	N + C(CC#N)C=O	pbc-000088						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015			https://chemorigins.bact.wisc.edu/reactions/pbr-000083
pbr-000084	N#CCCC=O.C#N>>N#CCCCC(O)C#N	hydrogen cyanide + 4-oxobutanenitrile	2-hydroxyadiponitrile	CHN + C4H5NO	C6H8N2O	C#N + C(CC#N)C=O	C(CC#N)CC(C#N)O	pbc-000089						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015			https://chemorigins.bact.wisc.edu/reactions/pbr-000084
pbr-000085	N#CCCC(O)C#N.N>>N#CCCC(N)C#N	Ammonia + 2-hydroxypentanedinitrile	2-aminopentanedinitrile	H3N + C5H6N2O	C5H7N3	N + C(CC(C#N)O)C#N	C(CC(C#N)N)C#N	pbc-000090						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000004	Glutamate-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000085
pbr-000086	N#CCN.O.O>>N.NCC(=O)O	H2O + aminoacetonitrile	Glycine + Ammonia	H2O + C2H4N2	C2H5NO2 + H3N	O + C(C#N)N	C(C(=O)O)N + N	pbc-000091						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000003	Glycine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000086
pbr-000087	CC(N)C#N.O.O>>CC(N)C(=O)O.N	H2O + 2-aminopropanenitrile	Ammonia + L-Alanine	H2O + C3H6N2	H3N + C3H7NO2	O + CC(C#N)N	N + CC(C(=O)O)N	pbc-000092						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000001	Alanine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000087
pbr-000088	N#CC(N)CO.O.O>>N.NC(CO)C(=O)O	H2O + 2-amino-3-hydroxypropanenitrile	L-Serine + Ammonia	H2O + C3H6N2O	C3H7NO3 + H3N	O + C(C(C#N)N)O	C(C(C(=O)O)N)O + N	pbc-000093						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000002	Serine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000088
pbr-000089	CC(O)C(N)C#N.O.O>>CC(O)C(N)C(=O)O.N	H2O + 2-amino-3-hydroxybutanenitrile	Ammonia + L-Threonine	H2O + C4H8N2O	H3N + C4H9NO3	O + CC(C(C#N)N)O	N + CC(C(C(=O)O)N)O	pbc-000094						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000007	Threonine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000089
pbr-000090	CC(C)C(N)C#N.O.O>>CC(C)C(N)C(=O)O.N	H2O + 2-amino-3-methylbutanenitrile	Ammonia + L-Valine	H2O + C5H10N2	H3N + C5H11NO2	O + CC(C)C(C#N)N	N + CC(C)C(C(=O)O)N	pbc-000095						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000008	Valine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000090
pbr-000091	CC(C)CC(N)C#N.O.O>>CC(C)C(N)C(=O)O.N	H2O + 2-amino-4-methylpentanenitrile	Ammonia + L-Valine	H2O + C6H12N2	H3N + C5H11NO2	O + CC(C)CC(C#N)N	N + CC(C)C(C(=O)O)N	pbc-000096						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000008	Valine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000091
pbr-000092	N#CC(N)CCCNC(=N)N.O.O>>N.N=C(N)NCCCC(N)C(=O)O	H2O + 2-(4-amino-4-cyanobutyl)guanidine	L-Arginine + Ammonia	H2O + C6H13N5	C6H14N4O2 + H3N	O + C(CC(C#N)N)CN=C(N)N	C(CC(C(=O)O)N)CN=C(N)N + N	pbc-000097						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000006	Arginine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000092
pbr-000093	N#CCC(N)C#N.O.O.O.O>>N.NC(CC(=O)O)C(=O)O	H2O + 2-aminosuccinonitrile	L-Aspartate + Ammonia	H2O + C4H5N3	C4H7NO4 + H3N	O + C(C#N)C(C#N)N	C(C(C(=O)O)N)C(=O)O + N	pbc-000098						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015			https://chemorigins.bact.wisc.edu/reactions/pbr-000093
pbr-000094	N#CCCC(N)C#N.O.O.O.O>>N.NC(CCC(=O)O)C(=O)O	H2O + 2-aminopentanedinitrile	L-Glutamate + Ammonia	H2O + C5H7N3	C5H9NO4 + H3N	O + C(CC(C#N)N)C#N	C(CC(=O)O)C(C(=O)O)N + N	pbc-000099						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000004	Glutamate-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000094
pbr-000095	N.NC(CCC(=O)O)C(=O)O>>NC(=O)CCC(N)C(=O)O.O	L-Glutamate + Ammonia	H2O + L-Glutamine	C5H9NO4 + H3N	H2O + C5H10N2O3	C(CC(=O)O)C(C(=O)O)N + N	O + C(CC(=O)N)C(C(=O)O)N	pbc-000100						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015			https://chemorigins.bact.wisc.edu/reactions/pbr-000095
pbr-000096	N.NC(CC(=O)O)C(=O)O>>NC(=O)CC(N)C(=O)O.O	L-Aspartate + Ammonia	H2O + L-Asparagine	C4H7NO4 + H3N	H2O + C4H8N2O3	C(C(C(=O)O)N)C(=O)O + N	O + C(C(C(=O)O)N)C(=O)N	pbc-000101						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015			https://chemorigins.bact.wisc.edu/reactions/pbr-000096
pbr-000097	N#CC1CCCN1.O.O>>N.O=C(O)C1CCCN1	H2O + pyrrolidine-2-carbonitrile	L-Proline + Ammonia	H2O + C5H8N2	C5H9NO2 + H3N	O + C1CC(NC1)C#N	C1CC(NC1)C(=O)O + N	pbc-000102						10.1038/nchem.2202	Common origins of RNA, protein and lipid precursors in a cyanosulfidic protometabolism	Patel B,Percivalle C,Ritson D,Duffy C,Sutherland J	2015	pbmdl-000005	Glutamate-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000097
pbr-000098	O=C([O-])O.O=S([O-])[O-]>>O=[C][O-].[O]S(=O)[O-]	Sulfite + carbonic acid	Sulfite + Formate	H2O3S + CH2O3	H2O3S + CH2O2	OS(=O)O + C(=O)(O)O	OS(=O)O + C(=O)O	pbc-000103					Ultraviolet radiation	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000098
pbr-000099	O=[C][O-].O=S([O-])O>>O=C[O-]	Sulfite + Formate	Formate	H2O3S + CH2O2	CH2O2	OS(=O)O + C(=O)O	C(=O)O	pbc-000104					Ultraviolet radiation	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000099
pbr-000100	O=C[O-]>>[O-]CO	Formate	methanediol	CH2O2	CH4O2	C(=O)O	C(O)O	pbc-000105					Ultraviolet radiation	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021	pbmdl-000009	C3-synth	https://chemorigins.bact.wisc.edu/reactions/pbr-000100
pbr-000101	OCO>>O.C=O	methanediol	Formaldehyde + H2O	CH4O2	CH2O + H2O	C(O)O	C=O + O	pbc-000106					Ultraviolet radiation	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021	pbmdl-000009	C3-synth	https://chemorigins.bact.wisc.edu/reactions/pbr-000101
pbr-000102	C=O.O=S([O-])O>>O=S(=O)([O-])CO	Sulfite + Formaldehyde	hydroxymethanesulfonic acid	H2O3S + CH2O	CH4O4S	OS(=O)O + C=O	C(O)S(=O)(=O)O	pbc-000107					Ultraviolet radiation	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000102
pbr-000103	O=[C][O-].O=[C][O-]>>O=C([O-])C(=O)[O-]	Formate	oxalic acid	CH2O2	C2H2O4	C(=O)O	C(=O)(C(=O)O)O	pbc-000108					Ultraviolet radiation	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021	pbmdl-000009	C3-synth	https://chemorigins.bact.wisc.edu/reactions/pbr-000103
pbr-000104	O=C([O-])C(O)O>>O=CC(=O)[O-].O	2,2-dihydroxyacetic acid	H2O + Glyoxylate	C2H4O4	H2O + C2H2O3	C(C(=O)O)(O)O	O + C(=O)C(=O)O	pbc-000109					Ultraviolet radiation	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021	pbmdl-000003	Glycine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000104
pbr-000105	C=O>>[CH2]O	Formaldehyde	Methanol	CH2O	CH4O	C=O	CO	pbc-000110					Ultraviolet radiation	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021	pbmdl-000009	C3-synth	https://chemorigins.bact.wisc.edu/reactions/pbr-000105
pbr-000106	[CH2]O.O=[C][O-]>>O=C([O-])CO	Formate + Methanol	glycolic acid	CH2O2 + CH4O	C2H4O3	C(=O)O + CO	C(C(=O)O)O	pbc-000111		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000106
